보관소명,소재지,위도,경도,LCD,QR,설치대수
녹천역 1번출구 앞,도봉구,37.64582062,127.0504227,10,,10
도봉산광역환승센터앞,도봉구,37.68972015,127.0451965,10,,10
도봉구청 정문앞,도봉구,37.66922379,127.0465164,8,,8
기업은행 앞,도봉구,37.66566467,127.0426712,10,,10
도봉구민회관,도봉구,37.65446091,127.0385132,20,,20
보건소사거리(다비치안경창동점),도봉구,37.65682983,127.0398483,8,,8
쌍문역4번출구 주변,도봉구,37.65012741,127.035347,15,,15
쌍문동 이안아파트 앞,도봉구,37.65165329,127.0284882,10,,10
도봉문화정보도서관 삼거리,도봉구,37.64463043,127.0446091,10,,10
서울특별시교육청도봉도서관,도봉구,37.65317917,127.0127869,20,,20
하나로마트 창동점,도봉구,37.65420151,127.0507278,10,,10
시립창동운동장 입구,도봉구,37.65570831,127.0501022,10,,10
신도봉사거리 버스정류장,도봉구,37.67328262,127.0439911,10,,10
도봉구청 옆(중랑천변),도봉구,37.66867065,127.0479813,27,,27
창동역 2번출구,도봉구,37.65301514,127.0469971,12,,12
창동청소년수련관,도봉구,37.65779877,127.0500488,15,,15
방학동학마을도서관,도봉구,37.66207886,127.0277176,10,,10
창1동주민센터,도봉구,37.6475029,127.0433121,10,,10
삼익세라믹아파트교차로,도봉구,37.65858841,127.0352097,8,,8
서울도봉초등학교인근,도봉구,37.67867661,127.0407639,15,,15
서울북부지방법원,도봉구,37.67771912,127.046814,10,,10
파리바게트앞,도봉구,37.68400955,127.0457916,10,,10
도봉산역 교차로 앞,도봉구,37.68759155,127.0455017,8,,8
도봉고등학교 맞은편,도봉구,37.6876297,127.0422134,10,,10
우리은행 앞,도봉구,37.66759872,127.0429993,10,,10
방학사거리 (봄마당 앞),도봉구,37.66297913,127.0419388,12,,12
쌍문현대1차아파트 108동 앞,도봉구,37.65814972,127.0326691,10,,10
"도봉역 1,2번 출구사이 건너편",도봉구,37.67911911,127.0449829,13,,13
버스정류장 앞,도봉구,37.65224075,127.0370636,12,,12
하나은행 (창동점),도봉구,37.63970184,127.0388336,13,,13
창동주공17단지 상가앞,도봉구,37.6463089,127.052742,10,,10
제일강산수산입구,도봉구,37.64519882,127.0329819,20,,20
북한산 코오롱 하늘채,도봉구,37.64889145,127.0230179,15,,15
창동19단지아파트 관리사무소앞,도봉구,37.65039062,127.0521927,,10,10
KT방학지사 앞,도봉구,37.66527176,127.0431442,,15,15
 다이소방학점 앞,도봉구,37.66623306,127.0433197,,10,10
 피자헛 앞(도봉병원 옆),도봉구,37.66898346,127.0437622,,7,7
 ESA아파트 상가 앞,도봉구,37.66627121,127.04599,,10,10
 창포원 남쪽 입구,도봉구,37.68826675,127.0488968,,12,12
 창원초등학교 교차로,도봉구,37.6521225,127.0417023,,15,15
창동 주공 4단지 입구 옆,도봉구,37.64548111,127.0485764,,10,10
 창동시장입구 사거리,도봉구,37.64689636,127.033432,,10,10
서울북부광역등기국,도봉구,37.6514473,127.0447083,,10,10
솔밭공원역 1번출구 앞,도봉구,37.65568542,127.013382,,10,10
북서울교회 버스정류소 앞,도봉구,37.65727997,127.0137558,,10,10
서울북부지방법원 앞,도봉구,37.67721939,127.0486374,,10,10
방학중학교 앞,도봉구,37.66562271,127.0310898,,10,10
북한산 한신휴플러스APT앞,도봉구,37.65533829,127.0424194,,25,25
쌍문역 1번 출구(양산부인과 빌딩),도봉구,37.64966965,127.035614,,10,10
태양중앙교회 앞,도봉구,37.66250992,127.0332794,,10,10
신동아타워 버스정류소,도봉구,37.66205215,127.0287552,,8,8
도봉한신아파트 주변,도봉구,37.68523407,127.0498581,,15,15
성원APT버스정류소,도봉구,37.65796661,127.0300903,,15,15
시립도봉노인복지관 버스정류소,도봉구,37.65805054,127.035759,,10,10
반석교회(쌍문동),도봉구,37.65134811,127.034729,,8,8
신원리베르텔 앞,도봉구,37.65128708,127.0455475,,15,15
독산역 2번출구 자전거주차장,금천구,37.46652985,126.8887177,10,,10
서울디지털운동장 앞,금천구,37.48228836,126.8777695,10,,10
에이스하이엔드타워9차 앞,금천구,37.48621368,126.8786392,10,,10
에이스하이엔드타워8차 앞,금천구,37.47320938,126.8849411,20,,20
LG전자 별관동(호서대 벤처타워 맞은편),금천구,37.47077942,126.8851547,10,,10
갑을그레이트밸리 앞,금천구,37.47903061,126.8872986,10,,10
두산위브아파트 옆 상가건물 앞,금천구,37.47422028,126.8941269,8,,8
금천폭포공원 앞,금천구,37.44686127,126.9038315,14,,14
금천구청 앞 자전거거치대,금천구,37.45647812,126.8959274,10,,10
신한은행 시흥대로금융센터지점,금천구,37.4433403,126.9033585,10,,10
홈플러스 시흥점 맞은편 다비치안경 앞,금천구,37.45145798,126.9021149,10,,10
서울 시흥동우체국 앞,금천구,37.45299149,126.9009094,10,,10
상신정비공업 앞,금천구,37.4589119,126.8985901,10,,10
독산근린공원 입구,금천구,37.46455002,126.883728,25,,25
한신아파트 앞 육교 아래,금천구,37.45470047,126.8910523,,10,10
한신코아 앞,금천구,37.45684052,126.8883438,10,,10
독산보도육교 앞 자전거 보관소,금천구,37.45672607,126.8930664,,20,20
한양수자인아파트 앞,금천구,37.47531891,126.8988876,10,,10
홈플러스 금천점 앞,금천구,37.4691391,126.8972015,10,,10
빅마켓 금천점 앞,금천구,37.4702301,126.8950729,19,,19
메이퀸웨딩컨벤션 앞,금천구,37.47249985,126.8979569,10,,10
독산역 1번출구 앞 자전거보관소,금천구,37.46654129,126.8902817,10,,10
월드메르디앙 벤처센터 2차,금천구,37.47908401,126.8790436,15,,15
STX V타워,금천구,37.47706985,126.8844299,10,,10
금천구립 독산도서관,금천구,37.46740341,126.9081421,7,,7
수출의 다리 아래,금천구,37.47743607,126.8861542,20,,20
솔브레인이엔지 뒤편,금천구,37.47555161,126.8884583,20,,20
가산동 주민센터,금천구,37.4769516,126.8918686,12,,12
한울중학교,금천구,37.46257401,126.9068604,12,,12
독산고등학교,금천구,37.47709656,126.9111328,10,,10
롯데캐슬골드파크1차 서문,금천구,37.460289,126.892189,15,,15
롯데캐슬골드파크1차 동문,금천구,37.46017075,126.8960419,15,,15
독산주공 14단지 버스정류소,금천구,37.46093369,126.8871689,10,,10
벽산 디지털밸리 5차,금천구,37.4762764,126.8853912,,10,10
대륭포스트타워5차,금천구,37.48135376,126.88694,10,,10
코오롱테크노밸리,금천구,37.48015976,126.8863678,10,,10
가산디지털단지 7번출구,금천구,37.48123169,126.881485,10,,10
혜명양로원 담장 옆,금천구,37.45177078,126.9133987,10,,10
서울디자인직업전문학교 앞,금천구,37.47248077,126.8958664,10,,10
가산아네스트 오피스텔 앞,금천구,37.47817993,126.8974075,10,,10
성지아파트 옆 도로변,금천구,37.45132065,126.8976212,10,,10
모두의학교,금천구,37.47840881,126.9073715,10,,10
주공14단지,금천구,37.46055984,126.8870926,,10,10
500번·507번 버스 종점 앞,금천구,37.43727112,126.9026871,10,,10
대륭테크노타운 18차,금천구,37.4679985,126.8868408,13,,13
IBK기업은행 석수역 지점 앞,금천구,37.4369812,126.9032974,,10,10
스타즈호텔독산 빌딩 앞,금천구,37.46134567,126.897583,,20,20
위너스 스포츠클럽 골프연습장옆,금천구,37.46053696,126.8986054,,9,9
산호시티빌 옆,금천구,37.45652008,126.8995514,,15,15
금천구청앞(M빌딩),금천구,37.45633316,126.8964539,,10,10
서울안천초등학교 옆,금천구,37.45777893,126.8894272,,10,10
대륭포스트타워6차 앞,금천구,37.48088837,126.8838043,,30,30
우리은행 시흥남자동화점 앞,금천구,37.44785309,126.9028854,,10,10
롯데캐슬골드파크3차 301동 앞,금천구,37.45901871,126.8967133,,15,15
독산3동주민센터 앞,금천구,37.47507095,126.9033585,,8,8
신도림동주민센터 앞,구로구,37.50733185,126.8797302,10,,10
도림천역 1번 출구 앞,구로구,37.51424026,126.8828735,10,,10
